정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
ADB354000281,대성문화체육센터,36.485292,128.839852,2025-10-31,540278,37040,경상북도 안동시,안동BIS
ADB354000282,임하2리,36.52793,128.840079,2025-10-31,540279,37040,경상북도 안동시,안동BIS
ADB354000283,대성그린병원,36.485927,128.841907,2025-10-31,540280,37040,경상북도 안동시,안동BIS
ADB354000284,고곡리,36.493375,128.86066,2025-10-31,540281,37040,경상북도 안동시,안동BIS
ADB354000285,고곡리,36.49349,128.860642,2025-10-31,540282,37040,경상북도 안동시,안동BIS
ADB354000286,임하리,36.526593,128.863243,2025-10-31,540283,37040,경상북도 안동시,안동BIS
ADB354000287,임하리,36.52658,128.863467,2025-10-31,540284,37040,경상북도 안동시,안동BIS
ADB354000288,임하1리,36.521336,128.864239,2025-10-31,540285,37040,경상북도 안동시,안동BIS
ADB354000289,대성그린병원,36.495377,128.86455,2025-10-31,540286,37040,경상북도 안동시,안동BIS
ADB354000290,현하리,36.437918,128.866385,2025-10-31,540287,37040,경상북도 안동시,안동BIS
ADB354000291,임하1리,36.523288,128.867634,2025-10-31,540288,37040,경상북도 안동시,안동BIS
ADB354000292,잉골,36.460431,128.86917,2025-10-31,540289,37040,경상북도 안동시,안동BIS
ADB354000293,평강의집,36.457642,128.873601,2025-10-31,540290,37040,경상북도 안동시,안동BIS
ADB354000294,평강의집,36.457686,128.873758,2025-10-31,540291,37040,경상북도 안동시,안동BIS
ADB354000295,윗두음산,36.388453,128.874137,2025-10-31,540292,37040,경상북도 안동시,안동BIS
ADB354000296,현골.두릉구택,36.451257,128.874091,2025-10-31,540293,37040,경상북도 안동시,안동BIS
ADB354000297,전의실,36.395161,128.883104,2025-10-31,540294,37040,경상북도 안동시,안동BIS
ADB354000298,상갈현,36.383802,128.890523,2025-10-31,540295,37040,경상북도 안동시,안동BIS
ADB354000299,오대1리,36.479679,128.893347,2025-10-31,540296,37040,경상북도 안동시,안동BIS
ADB354000300,대흥마을,36.471379,128.895564,2025-10-31,540297,37040,경상북도 안동시,안동BIS
ADB354000301,길안장터입구,36.456227,128.896265,2025-10-31,540298,37040,경상북도 안동시,안동BIS
ADB354000302,천지2리.산하리,36.456778,128.902265,2025-10-31,540299,37040,경상북도 안동시,안동BIS
ADB354000303,용계교회앞,36.479443,128.935096,2025-10-31,540300,37040,경상북도 안동시,안동BIS
ADB354000304,오름실,36.465327,128.936927,2025-10-31,540301,37040,경상북도 안동시,안동BIS
ADB354000305,남촌,36.474989,128.937328,2025-10-31,540302,37040,경상북도 안동시,안동BIS
ADB354000306,구수2리.남촌,36.47268,128.938433,2025-10-31,540303,37040,경상북도 안동시,안동BIS
ADB354000307,구수1리,36.455728,128.939725,2025-10-31,540304,37040,경상북도 안동시,안동BIS
ADB354000308,구수보건소,36.454506,128.943591,2025-10-31,540305,37040,경상북도 안동시,안동BIS
ADB354000309,구수1리,36.449893,128.956287,2025-10-31,540306,37040,경상북도 안동시,안동BIS
ADB354000310,보초마을,36.459616,128.961459,2025-10-31,540307,37040,경상북도 안동시,안동BIS
ADB354000311,모듬이,36.446984,128.963081,2025-10-31,540308,37040,경상북도 안동시,안동BIS
ADB354000312,모듬이,36.446763,128.963183,2025-10-31,540309,37040,경상북도 안동시,안동BIS
ADB354000313,배방,36.439788,128.973084,2025-10-31,540310,37040,경상북도 안동시,안동BIS
ADB354000314,아랫가라골,36.468604,128.973576,2025-10-31,540311,37040,경상북도 안동시,안동BIS
ADB354000315,길안장터입구,36.45622,128.896072,2025-10-31,540312,37040,경상북도 안동시,안동BIS
ADB354000316,임하리,36.526519,128.863355,2025-10-31,540313,37040,경상북도 안동시,안동BIS
ADB354000317,천전1리,36.53063,128.857546,2025-10-31,540314,37040,경상북도 안동시,안동BIS
ADB354000318,천전1리,36.53078,128.857621,2025-10-31,540315,37040,경상북도 안동시,안동BIS
ADB354000319,천전1리,36.528653,128.858677,2025-10-31,540316,37040,경상북도 안동시,안동BIS
ADB354000320,현하리,36.437807,128.866412,2025-10-31,540317,37040,경상북도 안동시,안동BIS
ADB354000321,대성문화체육센터,36.485194,128.839923,2025-10-31,540318,37040,경상북도 안동시,안동BIS
ADB354000322,대성그린병원,36.485824,128.841941,2025-10-31,540319,37040,경상북도 안동시,안동BIS
ADB354000323,구수1리,36.454661,128.941534,2025-10-31,540320,37040,경상북도 안동시,안동BIS
ADB354000324,구수1리,36.449788,128.956254,2025-10-31,540321,37040,경상북도 안동시,안동BIS
ADB354000325,구수2리.남촌,36.472728,128.938274,2025-10-31,540322,37040,경상북도 안동시,안동BIS
ADB354000326,남촌,36.474964,128.937193,2025-10-31,540323,37040,경상북도 안동시,안동BIS
ADB354000327,내배방마을,36.418429,128.967448,2025-10-31,540324,37040,경상북도 안동시,안동BIS
ADB354000328,모듬이,36.446822,128.963301,2025-10-31,540325,37040,경상북도 안동시,안동BIS
ADB354000329,모현,36.474277,128.977937,2025-10-31,540326,37040,경상북도 안동시,안동BIS
ADB354000330,배방,36.439689,128.973027,2025-10-31,540327,37040,경상북도 안동시,안동BIS
ADB354000331,보초마을,36.459617,128.961615,2025-10-31,540328,37040,경상북도 안동시,안동BIS
ADB354000332,상갈현,36.383743,128.890658,2025-10-31,540329,37040,경상북도 안동시,안동BIS
ADB354000333,아랫가라골,36.46868,128.97389,2025-10-31,540330,37040,경상북도 안동시,안동BIS
ADB354000334,오름실,36.465407,128.936751,2025-10-31,540331,37040,경상북도 안동시,안동BIS
ADB354000335,용계교회앞,36.479439,128.934961,2025-10-31,540332,37040,경상북도 안동시,안동BIS
ADB354000336,용계은행나무,36.489768,128.926644,2025-10-31,540333,37040,경상북도 안동시,안동BIS
ADB354000337,임하1리,36.521402,128.864391,2025-10-31,540334,37040,경상북도 안동시,안동BIS
ADB354000338,임하1리,36.523327,128.867757,2025-10-31,540335,37040,경상북도 안동시,안동BIS
ADB354000339,지경리,36.438257,128.977878,2025-10-31,540336,37040,경상북도 안동시,안동BIS
ADB354000340,천지2리.산하리,36.456806,128.902036,2025-10-31,540337,37040,경상북도 안동시,안동BIS
ADB354000341,추월,36.529349,128.83849,2025-10-31,540338,37040,경상북도 안동시,안동BIS
ADB354000342,한실,36.473067,128.95834,2025-10-31,540339,37040,경상북도 안동시,안동BIS
ADB354000343,현골.두릉구택,36.45121,128.874221,2025-10-31,540340,37040,경상북도 안동시,안동BIS
ADB354000344,현하리,36.45565,128.879521,2025-10-31,540341,37040,경상북도 안동시,안동BIS
ADB354000345,용상4주공아파트,36.558258,128.743512,2025-10-31,540342,37040,경상북도 안동시,안동BIS
ADB354000346,DGB대구은행옥동지점,36.564419,128.701124,2025-10-31,540343,37040,경상북도 안동시,안동BIS
ADB354000347,경북하이텍고등학교,36.569887,128.70551,2025-10-31,540344,37040,경상북도 안동시,안동BIS
ADB354000348,경안고등학교,36.568518,128.719315,2025-10-31,540345,37040,경상북도 안동시,안동BIS
ADB354000349,경안중.경안여고,36.574349,128.683856,2025-10-31,540346,37040,경상북도 안동시,안동BIS
ADB354000350,경일고등학교,36.575498,128.733776,2025-10-31,540347,37040,경상북도 안동시,안동BIS
ADB354000351,경일고등학교,36.576206,128.733596,2025-10-31,540348,37040,경상북도 안동시,안동BIS
ADB354000352,계림아파트,36.578345,128.733143,2025-10-31,540349,37040,경상북도 안동시,안동BIS
ADB354000353,광산,36.548153,128.841177,2025-10-31,540350,37040,경상북도 안동시,안동BIS
ADB354000354,교리.새마을,36.594833,128.677958,2025-10-31,540351,37040,경상북도 안동시,안동BIS
ADB354000355,구시장입구,36.563326,128.727105,2025-10-31,540352,37040,경상북도 안동시,안동BIS
ADB354000356,금계.검제,36.609741,128.668354,2025-10-31,540353,37040,경상북도 안동시,안동BIS
ADB354000357,금계,36.604294,128.672543,2025-10-31,540354,37040,경상북도 안동시,안동BIS
ADB354000358,금계리,36.598879,128.676574,2025-10-31,540355,37040,경상북도 안동시,안동BIS
ADB354000359,길원여고,36.578585,128.733443,2025-10-31,540356,37040,경상북도 안동시,안동BIS
ADB354000360,까치아파트,36.573443,128.719194,2025-10-31,540357,37040,경상북도 안동시,안동BIS
ADB354000361,노리,36.590012,128.621983,2025-10-31,540358,37040,경상북도 안동시,안동BIS
ADB354000362,노리,36.590233,128.62264,2025-10-31,540359,37040,경상북도 안동시,안동BIS
ADB354000363,노리,36.590328,128.632705,2025-10-31,540360,37040,경상북도 안동시,안동BIS
ADB354000364,농업기술센터,36.539045,128.805477,2025-10-31,540361,37040,경상북도 안동시,안동BIS
ADB354000365,땅골,36.56026,128.880318,2025-10-31,540362,37040,경상북도 안동시,안동BIS
ADB354000366,마리,36.569965,128.884824,2025-10-31,540363,37040,경상북도 안동시,안동BIS
ADB354000367,망천2리,36.555679,128.882555,2025-10-31,540364,37040,경상북도 안동시,안동BIS
ADB354000368,망천리입구,36.545932,128.886198,2025-10-31,540365,37040,경상북도 안동시,안동BIS
ADB354000369,머지리,36.587188,128.725232,2025-10-31,540366,37040,경상북도 안동시,안동BIS
ADB354000370,명륜동행정복지센터,36.581912,128.734269,2025-10-31,540367,37040,경상북도 안동시,안동BIS
ADB354000371,명리.말울리,36.595979,128.645571,2025-10-31,540368,37040,경상북도 안동시,안동BIS
ADB354000372,백령사,36.538612,128.831312,2025-10-31,540369,37040,경상북도 안동시,안동BIS
ADB354000373,범석골입구,36.572432,128.732437,2025-10-31,540370,37040,경상북도 안동시,안동BIS
ADB354000374,범석골입구,36.573825,128.732722,2025-10-31,540371,37040,경상북도 안동시,안동BIS
ADB354000375,범화맨션,36.569999,128.705577,2025-10-31,540372,37040,경상북도 안동시,안동BIS
ADB354000376,복주정미소,36.588933,128.741733,2025-10-31,540373,37040,경상북도 안동시,안동BIS
ADB354000377,복주정미소,36.588859,128.741597,2025-10-31,540374,37040,경상북도 안동시,안동BIS
ADB354000378,북문시장,36.570068,128.73195,2025-10-31,540375,37040,경상북도 안동시,안동BIS
ADB354000379,상일금탑맨션아파트앞,36.571101,128.732091,2025-10-31,540376,37040,경상북도 안동시,안동BIS
ADB354000380,비리실,36.537996,128.847593,2025-10-31,540377,37040,경상북도 안동시,안동BIS
ADB354000381,사단앞,36.571676,128.703241,2025-10-31,540378,37040,경상북도 안동시,안동BIS
ADB354000382,삼거리,36.633597,128.626085,2025-10-31,540379,37040,경상북도 안동시,안동BIS
ADB354000383,삼성명가아파트건너,36.573027,128.692506,2025-10-31,540380,37040,경상북도 안동시,안동BIS
ADB354000384,상태장,36.63967,128.672298,2025-10-31,540381,37040,경상북도 안동시,안동BIS
ADB354000385,서부초등학교,36.568483,128.719187,2025-10-31,540382,37040,경상북도 안동시,안동BIS
ADB354000386,서부치안센터,36.572483,128.719025,2025-10-31,540383,37040,경상북도 안동시,안동BIS
ADB354000387,안기동.서부치안센터,36.571386,128.719122,2025-10-31,540384,37040,경상북도 안동시,안동BIS
ADB354000388,서선초등학교,36.589661,128.641735,2025-10-31,540385,37040,경상북도 안동시,안동BIS
ADB354000389,서후우체국,36.615882,128.6634,2025-10-31,540386,37040,경상북도 안동시,안동BIS
ADB354000390,성소병원앞,36.566837,128.722783,2025-10-31,540387,37040,경상북도 안동시,안동BIS
ADB354000391,성소병원건너,36.566732,128.723863,2025-10-31,540388,37040,경상북도 안동시,안동BIS
ADB354000392,성좌원,36.572668,128.688995,2025-10-31,540389,37040,경상북도 안동시,안동BIS
ADB354000393,"성창아파트,고용노동부 안동지청",36.571651,128.70302,2025-10-31,540390,37040,경상북도 안동시,안동BIS
ADB354000394,성창여고,36.578929,128.716724,2025-10-31,540391,37040,경상북도 안동시,안동BIS
ADB354000395,세영두레마을,36.561043,128.700025,2025-10-31,540392,37040,경상북도 안동시,안동BIS
ADB354000396,안기세영아파트,36.584693,128.714326,2025-10-31,540393,37040,경상북도 안동시,안동BIS
ADB354000397,안기세영아파트,36.585899,128.715355,2025-10-31,540394,37040,경상북도 안동시,안동BIS
ADB354000398,세영첼시빌,36.559906,128.698913,2025-10-31,540395,37040,경상북도 안동시,안동BIS
ADB354000399,송아교사거리,36.578235,128.671158,2025-10-31,540396,37040,경상북도 안동시,안동BIS
ADB354000400,송아교사거리,36.578377,128.671174,2025-10-31,540397,37040,경상북도 안동시,안동BIS
ADB354000401,송현2주공아파트,36.569636,128.697369,2025-10-31,540398,37040,경상북도 안동시,안동BIS
ADB354000402,송현오거리,36.572034,128.698378,2025-10-31,540399,37040,경상북도 안동시,안동BIS
ADB354000403,송현오거리,36.571926,128.698425,2025-10-31,540400,37040,경상북도 안동시,안동BIS
ADB354000404,송현초등학교,36.572642,128.695299,2025-10-31,540401,37040,경상북도 안동시,안동BIS
ADB354000405,수정아파트,36.576854,128.717967,2025-10-31,540402,37040,경상북도 안동시,안동BIS
ADB354000406,수정아파트,36.576951,128.718048,2025-10-31,540403,37040,경상북도 안동시,안동BIS
ADB354000407,안동시청앞,36.56745,128.729762,2025-10-31,540404,37040,경상북도 안동시,안동BIS
ADB354000408,안동시청건너,36.567521,128.730053,2025-10-31,540405,37040,경상북도 안동시,안동BIS
ADB354000409,아랫제마을,36.558375,128.691313,2025-10-31,540406,37040,경상북도 안동시,안동BIS
ADB354000410,안동교회,36.566819,128.725569,2025-10-31,540407,37040,경상북도 안동시,안동BIS
ADB354000411,안동교회앞,36.566695,128.726299,2025-10-31,540408,37040,경상북도 안동시,안동BIS
ADB354000412,안동농협,36.564818,128.720792,2025-10-31,540409,37040,경상북도 안동시,안동BIS
ADB354000413,국립경국대,36.540568,128.794435,2025-10-31,540410,37040,경상북도 안동시,안동BIS
ADB354000414,국립경국대인문학관앞,36.540187,128.798448,2025-10-31,540411,37040,경상북도 안동시,안동BIS
ADB354000415,안동의료원,36.568429,128.731029,2025-10-31,540412,37040,경상북도 안동시,안동BIS
ADB354000416,안동역(안동터미널),36.573483,128.675524,2025-10-31,540413,37040,경상북도 안동시,안동BIS
ADB354000417,안동학가산온천,36.587951,128.647207,2025-10-31,540414,37040,경상북도 안동시,안동BIS
ADB354000418,옥동3주공아파트,36.56558,128.695889,2025-10-31,540415,37040,경상북도 안동시,안동BIS
ADB354000419,옥동3주공아파트,36.565834,128.695596,2025-10-31,540416,37040,경상북도 안동시,안동BIS
ADB354000420,옥동6.7주공아파트,36.561414,128.695805,2025-10-31,540417,37040,경상북도 안동시,안동BIS
ADB354000421,옥동6.7주공아파트,36.561372,128.696738,2025-10-31,540418,37040,경상북도 안동시,안동BIS
ADB354000422,옥동사거리,36.564057,128.701948,2025-10-31,540419,37040,경상북도 안동시,안동BIS
ADB354000423,옥동주공아파트,36.567162,128.698695,2025-10-31,540420,37040,경상북도 안동시,안동BIS
ADB354000424,옥동행정복지센터,36.562036,128.701002,2025-10-31,540421,37040,경상북도 안동시,안동BIS
ADB354000425,옥동휴먼시아8단지아파트,36.560992,128.693407,2025-10-31,540422,37040,경상북도 안동시,안동BIS
ADB354000426,옥동휴먼시아8단지아파트,36.561077,128.693134,2025-10-31,540423,37040,경상북도 안동시,안동BIS
ADB354000427,용상2주공,36.557987,128.747284,2025-10-31,540424,37040,경상북도 안동시,안동BIS
ADB354000428,우리은행안동지점건너,36.564979,128.700447,2025-10-31,540425,37040,경상북도 안동시,안동BIS
ADB354000429,우성아파트,36.568105,128.698291,2025-10-31,540426,37040,경상북도 안동시,안동BIS
ADB354000430,운곡길,36.583069,128.664229,2025-10-31,540427,37040,경상북도 안동시,안동BIS
ADB354000431,웅부그린아파트,36.57901,128.716836,2025-10-31,540428,37040,경상북도 안동시,안동BIS
ADB354000432,이개1리,36.614466,128.639323,2025-10-31,540429,37040,경상북도 안동시,안동BIS
ADB354000433,이개2리,36.603691,128.644841,2025-10-31,540430,37040,경상북도 안동시,안동BIS
